reviewerId,reviewerName
"AYHLKSDHZF657","good game"
"AIZ50BP3GOKQV","~Valerie and James~"
"AZ517C52STA96","Angela Nutto"
"AFRWB3E4WSHM7","A Reader"
"A1RBU6J0P2VNWL","Alexis"
"A3OJDME9D274S0","me"
"AW9F3CUX8DW6I","Adonica"
"A1JTVBGYI14MVI","togenki"
"ACUDMXWTSI836","C. Wisnoski"
"A30BW42LMAILB4","unknown"
"A79XI6OX8SIKT","C. Page Book Lover"
"AQHHW188LV3WE","unknown"
"A35VM45VOQZ976","sunnybrook5799"
"AHP2Q0VB8MDFX","I&#60;3 lord of the rings"
"A1XSFRSDZ2VLT5","Doris Biesecker"
"A1AYJGN33RX5WB","cameron kirby"
"AOKRM612QM73A","Uknown"
"A1LW0M9H1CR0JW","Lulu"
"A3359SK7UWTAUY","Ms. Beck"
"A1X45UH4G9PJQV","W.Witch22"
"A083480223IW4FMZ5PIV9","Nevada"
"A1OHFVAZWE66WB","octavio"
"A1V4KJNA2PKEAG","H.Murphy"
"AQUHQ62R0ATEP","unknown"
"A3RART0DU9OTQN","Kayd 133"
"AC58C3RZWEF13","Tigerlilly"
"A1HGA4UQ4G6IWZ","sue"
"A21X0VWAMBQ12G","Amazon Customer"
"A1NB1OBMFKX6VO","Ava Graham"
"A3IRL8KF0QQ43Q","Amanda Pierce"
"A2PILQXD1SS4X7","Masslass"
"A2EGJ9RZBPMEJ6","Kathy aka MsDayPlanner"
"A1YOH2A0AA5L6H","dhba"
"A2GENHBPRWGNEM","llhen"
"A31IQFNKLJ5RI4","SML"
"A3JAWO7BOV59G6",":-)"
"APF2PLYSU5TY2","Diane"
"A3BFAA3CR3V0KH","Susan Caron"
"A2893C6CY7KEIW","Carole Chambers Tolkien freak"
"A5VABL89OSS7Z","unknown"
"A2NK8SLYER8U5F","Ammiel"
"A12BSJRDCCLMKT","liz"
"A3Q2TUK6V3GBTO","Jaycee"
"A12GGJSNCFOJV6","Abby"
"A31AZSEGER8Q73","meg"
"A1ZT4YG1JPSDBZ","New to this"
"A3OYEYWP146I10","Shannon"
"A2JM09YRBF50VN","cnbplus1"
"AGTCU6J6SNR2B","i like her"
"A3C406XCTL6X5Z","odiegh"
"A2F0ZTJVKHHTP0","Robert Taylor"
"A43TO7626CMHP","B. Harrington typey typerson"
"ACZVESQLO069B","unknown"
"A1EJT47GVAVOFE","2820gentofte"
"A1FL8HF5CY22E0","Judith L. Hamilton celtic music fan"
"A2XHX6XQIRQZG5","So far I find this game interesting"
"A2Y9C5LVQGQWJ","country girl"
"AWCQDX9M4CCEJ","Melissa Beth McIlroy"
"A2AF9EAHQVT1FW","unknown"
"A1X10VIF9SOIM2","Guadalupe F. Wiltshire"
"A3IPH3KSCMEXN4","Mary Therese"
"A38SXX8LM8S7L2","Matthew Hemlinger"
"A34AHFEPO76RA7","unknown"
"A1U4QDCSHPPCRY","Carla Henry"
"A1GBU479WXR7UG","Lloyd W. Hayes Lloyd"
"A3CA5ISRL4NRY4","Twinkle Toes"
"A1IK96OOYC5HRU","Cheryl L"
"AGN524PHHM4D3","Lisa A Corley"
"A10STEWACFWSLD","Nancy E. Cole"
"A77MIAJNHBWNP","Keyilah"
"A20XNBHKURHK6Z","george"
"AE5LMX94ZYSLK","unknown"
"A4R6V9FVQH04L","Anxid"
"A4R79I9TIZDPR","JuJuBeans"
"A2CVKPEIIWUQ8T","Cheryl Rice"
"AWKJB4FRHK2B3","Jennifer P. Jenn"
"A2KMIS0FCMZZBI","ganjgurru"
"A13U4GZJ70A54Q","SpideyBren"
"A10QLE64LEZYQ","unknown"
"A3W07XMH6BW5RU","LindsD"
"A3G57XQHCVVR7O","LAW0972"
"A2COUPMG78P67D","Ezzy"
"A2WRL0THWHWIW2","unknown"
"A12H919SL5U2N1","Kelly Belly"
"A7D4QE126A4A6","Chris"
"A3K1SF58DZDD8M","Deb-Ohio"
"A1KBU733YW5CW2","j.d."
"ARPP4T1VU3V8P","Julie H"
"A2RECD7KN2UCVS","natalie"
"AGMVWBYDY5W6P","Kristyna"
"A3I5TLNT4QT2GQ","Amazon Customer"
"A34FEWGJFMZ049","taysmom"
"A1MTLMEZFFP4XN","Frances"
"AMTS2ONKTM633","chris"
"A3U1QKOM2OKHH8","Gracie"
"A15FG71VBKAL56","sylvia womble"
"ARZBY44GXVIQL","Barbara Stuart"
"A1U53UAEIGR0GN","unknown"
"A25OKPMNX3XZ06","A.Nichols"
"A1YV3AOPJY9DI","unknown"
"A2PE4GGG6H90KO","kristin"
"ANXGAHL8B4RIO","unknown"
"A2OD43W7EGDH97","John L. Berger"
"AWHUJUJO4NUIX","J. Skelton"
"A3OA6XLKZL5CGU","Chastity L. Carter"
"APPRPHVGVZ7L4","Janet L. Wagner dahliadoolittle"
"A2WTFN85TVKEDO","Alaye Moisant"
"A152RA0SDRUOLD","RAS"
"AN7JERLHZMADY","D. Sweeney"
"A1WSIKDJP3X99K","unknown"
"A8GVFRYAZULB7","Genghis Kong"
"A38JVNY7BHNKJ","Peggy &hearts;s"
"A1UNS0MVSX0FDK","Christina"
"AN86UCB541479","inkstain"
"A3SZD9F7YFFK2R","marlon"
"AZ425ZQZNKYP2","J. Brewer"
"APGOGQUY87DZ2","J.Toso"
"A1TX1VXR2EH4UI","Unknown"
"A2D3CL5H8Q7B4W","unknown"
"A2OW35L29KB36I","unknown"
"APAL19UYOHB46","gawani"
"A25G94KAQ3TKZU","Nekita"
"A26079Y2WHYYUF","Jayani Boo"
"A1LUTHG0TGOOW4","deb"
"A2CU6HI6SVXXI1","M. Elliott Family of 5"
"A2DPJHHC9FIERY","CD Mueller"
"A1OJHJSWH0F4K","camiel"
"A14TQSTTMPXNUB","Stephanie Crawford"
"A2HG5WU2DTG53U","Stevi Woolworth yogastevi"
"A23VWW2EGHJO41","Unknown"
"A1AK0B9W5YPD8D","Kris Bro Das Bro"
"A2B00D8CPSFZGM","Baxter"
"ACYVCHOQHHS6L","Mschloe"
"A3CCJLVWZ6LXXM","unknown"
"A1N6712C6JHYJ9","MagnoliaSouth As soon go kindle fire with sn..."
"AXC3BUW7C9JCV","unknown"
"AGWFOW3OTCUKZ","Ar"
"A134N15U58YLEG","G.Mc"
"A2P3O2LH63FP6K","Lawona Curtis"
"A1KPE9FQW0MCU4","Liveeachdaylikeitsyourlast"
"A208ZOTXGM9GOV","jojo10"
"ATGMNWOWJ8B3J","mtx692"
"A1X0EZSIH9N1CY","E.brown"
"A350LAFGUTT855","Virginia jones"
"AC9ZDODI7BPHX","sup"
"A33B0AOMP6ONXE","Jills"
"A2KA8NT0AQY52S","Dianna"
"A134IXJELKIJ2Z","cawmejk"
"A2L3YWXP3PDM7I","j.guidry"
"A2MKU5KXJT4LG6","Solaris"
"A32LRQU23I8783","chris2firm"
"A1E22AMVYFGJUI","unknown"
"A1OBT3CFQ0LKBY","Allie Fischer"
"A1P27THKGLAY9M","myjd"
"A3HLOIMH5OSSY2","UnicornSlayer"
"A2ONKKW6CXPZJQ","jj"
"A1OAWD6Q7QTFAZ","bunny buddie"
"A3HKK4916N66M3","vanessa"
"A33JKX8QX6SJX5","Shop Guru"
"A383CU4O3CK56W","Rushi G"
"A2RN9I51T6MCG2","unknown"
"AN7U08IJT8DNX","Bort -the crotchety one! You whippersnappers!"
"A2YHZW1DGEM0XI","&#39;No man 5 King"
"A2RMY2XIJ6F7L3","why do we have to pay if it's free . The game..."
"A1C8BEKEUEFMT","sunshine"
"A1G7CJP1INWWQJ","Erin Burnett"
"AT921BR6THTRF","Nedina Decoteau"
"A3MLKL6SQJ5M50","Stockholm mom Stockholm mom"
"A2L9SV8NPQPGB1","Rusher Girl48"
"A1HU7U6RTU4I1Y","M.  Lorraine"
"A3OB2JF62QGUWO","douglas"
"A1CY62ZGD4YH5T","NC-Gaston"
"ACOPW5RZ1GZZX","Deborah"
"A2FDXXRVQS2G5C","garyolder"
"A1AIJW2CAKMLTH","WonkyFinger"
"A2K9T634WGZPNQ","Amazon Customer"
"A1XQ4UIPNKFQOD","Rita"
"A12833TNAXIE07","Amazon Customer"
"A3RXI6DI5HCOBN","P. Crimmings crimmps49"
"A2FS4AVKTRVFXL","Jessie"
"APV81ADXIJGTB","Henry van F &quot;minecrafter&quot;"
"A3MTB6QMD3GR9S","unknown"
"AVLVOHAHY4AXC","savethepolarbear savethepolarbear"
"A2U4DE353S0T5B","D. Carr escapism searcher"
"A140V6I8PXPSPD","unknown"
"A35LD0P1DPM08","Annajustmay"
"A18FA22ZM9RYGZ","KayteaDoubleyew"
"AC7VAIZNERW15","SHANNON L. GRAY"
"A4GOMZ50QZX4B","millissa washington"
"AC9LKEZ3VN786","Vaneishia Carpenter"
"A1T9QMQQYCVSLF","Ruby"
"ATD5KLLKHAK6X","Amazon Customer"
"A27U5CAF60ZLGR","unknown"
"A4I1N5ULP7P67","Nicaea400"
"A298FVAWDSZJA0","the admins are mean lol just get like a robot..."
"A34LD38DYCOVRQ","Scott H Feigen"
"A2RY90VFDA7HEF","Thomas W. Vallie"
"A2UASFQDH5OMMK","unknown"
"A14YYRR2PX0654","Catherine LaCasse"
"A23UMZI1BPLOAF","Luann Morgan"
"A2K5OP985ID2S4","unknown"
"A1X8I3HRJ61DDV","Sandy"
"A34KES1L6EITCM","Elise"
"AX0W82TSF7ODQ","hulksmash"
"A36SJ94H33FITP","Margaret"
"ACDRTSJ6R2PM7","linda l. gartrell"
"A1B2OHLS8AYI51","MMarieK"
"A2S603F1CJCBDH","unknown"
"AY06AQPCJW8F5","swigart"
"A201PNHWMAAG96","M. Reasons"
"A11DIE6VJ6P8E3","Elyse"
"A39DKAD0IQ051B","David"
"A1ZUP6MQ8BOHQK","brooke cunningham"
"AKG0H9OCMU24C","If you ask me......"
"A2RWZ4LPNRZ0J7","unknown"
"AZ4CW3X2FBPNE","alex"
"A3O1NEM19OHVW1","gameplayer"
"A504SSTIZF9W2","Finallycordova"
"A3DSRD101VNV0F","unknown"
"A2XXNLT8QR6UH4","nancy"
"A2T6S8FJ3RA1DH","Amazon Customer"
"A3JYWMGGWCQHBG","Dana Carlson"
"A2N9R61391WQH6","baltadtj"
"ADV50S0D67E7K","Ethan 2003"
"A1B92NGRKCOL1Z","unknown"
"AY5QEA1Y6DNZP","NKellz"
"A36BWMPM0XGTQO","Poppapico69"
"A1AU6HS2SMYFWD","unknown"
"A32PUEDVQFU7HE","Kathy Markee"
"A1XSA5BI1I7S7O","Honey"
"A1LPIPZQ260RP4","founderbrn"
"A3KRZ2JU74UHWR","unknown"
"A10MX7UVT3TR1D","hogheaven76"
"A1ZKQCK9BDPOVJ","awesome kk"
"A37FZ0QA53N4D4","Sicily Lovelady"
"AITJU7Q0ZLLMY","car4534"
"A3KNKBMABQTF8W","plk"
"A2MAQFSC5HMZN","Sherianne Everington"
"A14ED59CSH2Y9S","l.dahl"
"A2W3VEVN3G5BCJ","Kenneth J. Galligan"
"AF3I2L3KSH0VS","hvr"
"A1F35A034WHXJ0","unknown"
"A1218HFGIL3O1B","Kendel White"
"A39FQV4GPG0UBJ","Sara Leik"
"AYO62EP8SMANQ","isabelle2002"
"A15KXWYAVT8NY4","RTHOMAS"
"ARTSO1UIGLOJ4","O. McIntyre"
"A1XFT1OI4BGLO9","minimanX"
"A246VMPWJHIHFO","Adam Platania"
"A2GIM0098VWZKW","Douglas M. Kaller"
"A21WF4UWE7JYB0","Ellen"
"A1URR62A380FDD","Aimee"
"AZXSY4AR9B64F","houseagent"
"AO6FRF4HLD8WC","TWilson"
"A2T1NXM6U0YIAW","Amber Allen"
"A1XGB0I4IFQSRU","Amazon Customer"
"A2AZG70U6VI4Y7","Rocman"
"A1VLC24NFQ7RC9","artafx"
"A3BCO049E9NBYG","Kristen Dowell"
"A2FSDLMEYKICLQ","Me Corona"
"A1M6XHLK2X01A8","auntiepam"
"A1NRMSK82XQZ8S","Lyndy E. Wright"
"A9RI19T7P1MIJ","Beverly R. Murphy"
"A2CI2GITHJFRPK","bookworm78"
"A1JTHMC5UP8WX1","tankrox"
"A3D50WI5U5V3ZP","unknown"
"A17YL98KSA5G7P","ssmith"
"A3KQBH4UCBOEPF","Alexandra Shellans"
"A1YJ6H7BBLAMOI","acegamer"
"A90L6NGOSKBCW","R.H"
"ADWHW6SXQF14","A.Jonson"
"A3LIVAFW74SA0N","V. Lawless"
"AD2243T40B0ZH","unknown"
"A3V2RW9K8ZFQQV","APp"
"A2B4CDCJ6BT1QL","unknown"
"A3UUOAA9J08I5P","Ima shoppin' junkee"
"A2A88MQ70T8LSP","unknown"
"A1WCFP6TX5HO5C","a wilson"
"A2RIMPJVQQ3PCT","giraffe 44 long"
"A16BMKJEO3NPUQ","clm"
"A1CRVVQTL6QSR9","Laura McNeill"
"A299RNAII6OVDN","m.day"
"A31DHD7UV7KHFY","Anonymous coward"
"AOX7QFEIO6DYI","KMorgan United we Stand,,One Nation under God."
"A3268IBXFWHIG7","really good!"
"A26NUM2T9E8FQ5","Amazon"
"A1W1ELCAMA97SY","unknown"
"A107PT5KETBET7","Preacher Morris"
"A2GDBDR5CBM03W","deeder"
"A7MN4VM27NF86","it gets hard and makes you think but I think ..."
"A1IFVCZO46CM5O","SarahC"
"A7BBC1VCEWT72","L. R. Nguyen Didir1010"
"AZ9B1ISE76T9G","Aaron Lones"
"A2GGZW4YP8MZ6E","SavageAngel"
"AWSTQ0RMVNH0R","Max"
"A69SGIRLY32AG","unknown"
"ARMNG35270HFT","unknown"
"A1N43BZ5C2PC9H","lane"
"A137F6YZWXRFH9","skypilot"
"AS7JAF1Q77FFK","Ms Missy"
"AGVUARNCS08PI","Weeblemom"
"A1BL9C8VQ3BL0H","D. Regan"
"A1M2YFZE9FJKLX","Kaye Risser"
"A1A17MXDD9DV8","laceymnk"
"A16FI5ERFK0U27","amazon shopper"
"A2GB01NAQZTMWL","Dave-518"
"A1M7GUH0NZ73MY","Katlin Cotner"
"A12DCA36LVLBD","MISSPISS"
"A1GNGEC1QL5SN8","shopper1"
"A2EL2WEOJTR7JW","PDXKen"
"A2STNHDE91XEBT","unknown"
"A198WKXWTKIS22","Sheilah"
"A3MHPSMZ25QEPC","mary ellen griffith"
"A3CZYZLPYT1UZC","Le Le"
"A6YU6BJE0M4Q0","Clarice"
"A3H7DZK8ZHT18V","L. Stewart"
"A2INWTWB4PHVND","Shira Goldstein"
"A3A4YUUTFJ4N1L","girly girl"
"AEWE3KEVOHAZP","Debbie Peek"
"A2GWS8MORUKS4P","Joy"
"ACFFO2YAI7FK7","MeMeof4"
"A1E6Y1MMJTUYR4","clrk"
"A8X1YAP5MMQMY","vnels."
"AM6LLSRX4JZQP","alirose"
"A2N97KBDH1GZW8","Janea L Pinkerton"
"AHLH4QBRNKCDJ","Carrie Morse"
"AGLCPGU9GZJU5","C.ULater"
"AAEUC2C5PLL43","Giuliano A. Mazzina"
"A36ON08TUJQWYS","Amy Coale ame110"
"A39YVTQX38XAI4","Carole Getzfred"
"A2128POXPEOTM3","Sherry S. Champlin"
"A28ZHQ7V6B9X8V","unknown"
"A3BXX4D3QGIL3Z","Jennifer Jazdzyk"
"A2G699IQ7TRTN","Mr. Sagato"
"AZYSSQ0LWQ4SX","KMS"
"A22UXG918QH58I","Alice Fitch"
"A2B91Z8MBAEAQ7","unknown"
"A2A6H7USOFUTIO","cory a rowell"
"A32YJ8M05LFBTW","I.P.Freely"
"A2RA5WL3L1RJE9","Amazon Customer"
"A2HUBHJPN9W7JV","Mom of 4 year old"
"A15H7ORJ0AE0J9","Robert Udell"
"A4VOMFHZRZFWK","G Will M"
"A2N3AMRW5EN8MY","Ryutora"
"A191Q7AO72L5K9","Joseph"
"A2RYZRAIF0R03J","S. J. Arnold"
"A26FRTWUYMDBOQ","A.B."
"AWXM7P5KO6DLA","Kaitlyn Rogers"
"A1HETTA2D3052Q","unknown"
"A3LMD8GEWJLG3N","it is great"
"A2Y2S1V3V3NBYE","Eileen Lutz"
"A23CUC1QEX1G4N","I didn't even buy it and I know it sucks my f..."
"AGU9O6USHVNLH","Sue C. Brooks Sue C."
"A340BEO35O2ZA7","Camryn"
"AYDA3BQXSHH7F","Clayton L. Edmunds"
"A2MHL708GCBKWQ","moewmeow"
"A3RT65FYE4WXS6","dark crane"
"A277YDA19CHGSP","Nicole D. Naegele"
"A3AKU5ZNTJJ5TV","hioklo frath"
"AGLSE7S7SL0XT","unknown"
"A2CWR80TY51SWJ","unknown"
"A1PE62ZTSDNHT7","K.Emererald"
"A2T2S16Z92SP7T","awesomeness"
"A33CPRIE15Y5B5","Gail Smith"
"AD7563HOZLCMJ","Wyoming Girl clarob4"
"A3U44MRZDOTQL9","Alfred S. Bezner"
"A2RH49PEDXFQF","Molly's Dad"
"A144K2XKBFWV7D","Amazon Customer"
"AK5C9BCK0CDWI","L. Quinn"
"A2RYTDR0JK5CLB","alex"
"A2JJNC54DPKYEE","Amazon Customer"
"A3F1F5SJHZFTEY","unknown"
"AC21Y81B3KL2T","Darla Ritchie"
"A334BJJGAWU2XQ","User"
"A3VVGF0UTMS7FF","Monique Christophe McConduit"
"AT1MLUW4JD3SV","Elizabeth Little"
"A3POKWOKG8UYWU","s.spandle"
"AWR1BQ5E1HMCI","Rangeman57 book worm"
"A1MU8V32XT0H6W","Kate Lynn"
"A3RWH07U1WAS0B","Twilight"
"AHLE64RL7GRET","k.white"
"A3PQZQ7PL27M98","bus jumper #1 fan"
"A19GNW91UVGYZ0","Dave Harnish FixitRight"
"A1H296PWKDOZPB","bob"
"AK2NEUA4IGXIQ","Jzjacklin 48"
"A1BT6XUKT830NV","mkm"
"A39RLM8QVNBN76","Amazon Customer"
"A1SSG5CZFWNTLS","countrygirl 15"
"A2GAUG7MPGJQ1B","Jeffrey R. Young Jeff"
"A3NXNH2XCU0T90","unknown"
"A2OLI4NHLQSMO9","mvu"
"A19H3CHH0LG5CN","Sandra Gerish"
"A2DPG5VBI59SA1","ballrmgirl"
"A2NK6BG3TVLHPR","keep an idiot busy"
"A377MBTQAH1SNU","unknown"
"A1G48G9KK1LBRL","Likes DS games Ollie"
"AAQ00N153735G","D. MARTIN"
"A1LE851K8HITRI","cecegirl123"
"A2WN585FEPCGXG","unknown"
"A18BXLM312YR0S","Maverick"
"AMLFD2OZ24PWG","Connie"
"A12UMS07QIL0C0","bertika"
"AE3D3WQ7H33W","Kaysie Griffin"
"AYYF21DN7H6X4","Elizabeth Alice domina"
"A23LI4IGIGNV8H","Turningleaf"
"A65QEHYXQGO0I","unknown"
"A2C1YDM9X87AI0","Alexmonkey"
"A3BQDJA6X4TF8L","good"
"A35Q1PVS0DBPP6","Virginia Lazidis"
"A2YGBVYHILOREF","unknown"
"A2CEHDFRYX1HB7","srogers"
"A1C9WN912LPBND","not very life like"
"A2AQT7C1RW9JZT","Philly"
"A2PD7HRD7NKT9O","B. A. Lumley Necrotec"
"A135GLQJ5AE5NL","aida m. sniegowski"
"A2L5V6WTKI284E","kimely2000"
"A3HOAZ3UAG3IZH","Charlie"
"A180KM0KDXEKBZ","michael dankert"
"A3TEW5RMYYSYXS","Calvin wong"
"A3I1VWQNP7X6Z9","unknown"
"A3QIXBWB3078","Emily Claire"
"ARM0UUKFFVTKE","Jennifer Harris"
"A25ND8AS23TFD","Steelers girl"
"ARB7O7325XL4L","steve"
"ARAZPBFJQ2975","Martha Thrasher"
"A2J7J496OXAFVB","byrd"
"A3JXC9BVJ6ET3Y","hi mom"
"A2ZEQA6AI112MO","Christopher Terenzi"
"A2YMPTKHEDB8JN","m.hawkins"
"A2POU2SRTLVJIK","Amazon Customer"
"A3DACVCJ5HWD02","Don Brotherton"
"A1COC8TD3N3ZPY","Jason D. Thompson Saighead"
"A2XHTKUYYNPJFQ","excellent game fun and enjoyable"
"A2G4YJDNFISIN5","Patrick Bell"
"A1ONEMDMGVAT1J","Jeanne L. Ryan"
"A3G44J3ETU4DI","mrhuge"
"A38GO6QN3QNG52","Twins Father"
"A25HDFQX9ZPOMH","john rochon"
"A2NQPG86ZW4V2H","Bagpipe021"
"A1GFH86LGWRV0X","Terry"
"A2YRLC5HQ7COZH","Jupes569 Lil G's momma"
"A2WY702T6POU7M","Bellatrix 16"
"A2MVL64OCS5DAP","Araceli Villanueva"
"A2DSPT6SEP757T","unknown"
"A32MP5OPRLZRIN","L.Smith"
"A2FTMFHC78SK1P","Carolyn Stewart"
"A713YU0F6OL2Y","J. White"
"A13VRKQQQQ3256","Nurse B"
"A1YEOJ31D1KRI2","b.berry"
"A2OMW6DNQBW3JW","Paul C"
"A3N4II2MCXHYYG","Jenny C"
"A1J7GKEPUG79LU","rich"
"A2BHFDOY0FR4EV","cherie"
"A33SA4JV36B2Q5","unknown"
"A1B3AKBYDGWBKA","unknown"
"A23AOUTNSA055Q","unknown"
"A21ITSUDGSPCA6","linda mcmahon"
"A29TBJHA8P1XOG","fzffdfd"
"A1MPFYCJBJKXYV","J.  Archer"
"AQJYQCATLGLQB","ATHEIST"
"A2V5ZLLMIGE7JM","Kat5"
"A3GJC0I9FLQY03","Mcb5998"
"A3LBUYNWX79HIX","Zoe L. Walker"
"A3JRHJRZ0V6QKG","S. Rogers khar..."
"A1SJY9OB3N6CM3","O. Hernandez"
"A1NZZAGPM7CJJB","maxwell"
"AKF46HDQDYF90","D. Holland"
"A3FJHA0WOQK754","papugh"
"AW3OWYFX1680Y","Stacie Hooks"
"A31WXBA60A3VPO","Brittany Cella"
"A3002Y1UCIBYFH","thomas gallegos"
"A1SUP2U2NAKYNE","ke-ke"
"A1EZPK86YMQ69P","H. Perez"
"A17NVX8BU3DOY9","A. C. Siciliano Historian"
"A3EIR8R6DDIRFN","anonymous"
"A3TLO9DS60CJCY","unknown"
"A35E69LXQR2BC6","Michael Vayakornvichit"
"A1UEV19HVL4LRG","bhvvbn"
"A2FVSCTK9W09NA","msgoldi"
"A2HN04XPMNB3Z8","DavidHC1"
"A4V6BTS8ZIWDO","unknown"
"A2JJ09D1ZU8S3","Drock2193"
"A2VY76UG7ZG7ZR","Charles A. Bartholomey"
"A1RPP6715QAKLJ","unknown"
"A2QHTBKHWOTTXT","Cheyenne"
"A2GWLI88DQWOIN","Nanami"
"A1FEIB4B2UBF2N","CJ"
"A29QU8JGJ9HBZ6","tuxedokats"
"A8NDEBHGY7Z29","Love the game.  Its  challanging and fun..."
"A3298BVIL8BZHK","funnygirl511"
"A1H9G1YOBNLEJZ","Jimmy"
"A34QGGBVERRO0H","Carlos the videogame addict"
"A187DI4KG4QEJR","Danno"
"A204JINHS5C60U","nurseclc"
"A25RF3QLYMFX9V","gene cielinski"
"A2UZIQ8TET4AAV","Madelyn Valdes"
"A324TSE6NFHH45","avada"
"A11TWPMDQUO6V2","v jones"
"AV4VGSTJ5SLC1","B. C. Singley"
"A12GX216LFBI8T","Jand3bs"
"A3C0Z1WG7SKS3V","Wayne"
"A3UKHVF0HH7SHX","unknown"
"A1YRO3VTMSYTBU","Sally"
"A3DQ1OU0R46MCR","S. Holets"
"A28O50DA3E3MXE","nicole teel"
"A9UIE7QDCO4A1","fycythc"
"A1NKHHE00B6K76","k.s. bookmom"
"A2RXUIWTZDHHT1","Ola Bellamy"
"A31J6V2Y96MLYB","Katina"
"AJUXDFQIIL8LF","smith"
"AMXOA0TC2QPF6","Rita"
"A1OK7NIVLK4NO8","jport"
"A2OHDE89KFY3FU","ovie2012"
"AH4UZA58EBK04","Judith Rapisarda"
"A2QLR4BIEJCM57","MasterHapposai MasterHapposai"
"AFK7QL9CBQZP","Pastor Servant of the Lord"
"A2FK195H0JWQUL","NanainPA"
"A1KWONYMMFZUL2","s.dittme"
"A2PO2CI1MXE5K6","Amazon Customer"
"A8OF4MF6AHL1V","K. Nance KD"
"A2OPK6RC302AEJ","christa leone"
"A3C5071F3ZF17I","Nunya"
"A36YCSB1BMELES","Leslie Rubin"
"AWCHX3UJTZHYI","Kayla Curry"
"A14HMUO82F87UP","I don't have this game but it is so stupid my..."
"A3C3AUVKWLUS9E","A.J. Allie"
"APTNL5X2Q1SUC","SammySweetHeart"
"AX60UVBZEXSAO","Amanda"
"A1JYD8IJDYDBU6","Starsclouds30"
"A38CHDGCAJXRMM","M Hill"
"A1CKESSD57M951","love mindcraft"
"AQLE8UIMZTKNV","unknown"
"A2114LQXRVKIPU","Michelle Marie Loban"
"A3EEOPEV53GMHX","sassygirl233"
"AEAMP972SYFTL","this game is great for testing your logo know..."
"A2M3TKG7M9XW3M","r0ckh4mm3r"
"A3RJA2YLC7PUN5","mooutter"
"A3QHSF1064EQ0P","D. A. Stephens"
"A30RGEJOAX9VMB","unknown"
"A1E8P0YOT427XU","WordGameLover"
"A1XDQJOZZCDKN7","Lee"
"A2RPUYEH9SOWIR","wiley  coleman  cooper"
"A1W9JXV1R3BW4C","breanna"
"AAOZ7DDFRIOXR","Leeann Baldwin-Barker Leeann"
"A28T3BA38ZYCY2","fufur"
"A348JDFVAQ2HTY","the man"
"A22O7PZPXJDJKS","Female Marine"
"A1MH4PTVELM1L3","Shar Concerned reading parent"
"A1RVJQE739S16K","Genevieve Wolf"
"A32E1OJZI3J8LI","T.Willis"
"A35XT2FBIAGJNX","Denise Ness"
"A7AX7DZKX8571","Sharp"
"A33HUNIZIDKOZ6","Glenda L. Pounds"
"A27FU8CJLZ4962","J. Barth"
"A22Z3MN0ME8YQI","Larry"
"A3C5YQ34U6MCCK","gidget"
"A1NBGG0PGE0G7A","Williams"
"ABH0WW4BA4492","unknown"
"AZWKOOORZTS4C","Tina Durgan"
"A1SPDA1X0OB69K","zombielover23"
"A3NACHL53DXUOE","Gem"
"A2NPBTZXB2XV0A","LuLuDaBeasT"
"A2MHB67C23T69Y","Nicole Bartels nicolesbooknook"
"A1SF6ZXZG1M121","dsimpson"
"A27L1O72WA1YAT","suchalifeihave"
"A35UF18KKGG55W","LG Blair"
"APZ7AJCTBAHF","R. Elliott Me&My2Cents"
"A2ZKAPMY5DR6W4","Verscienta"
"A3NRU097SHVSPD","lvmykndl"
"A3RTVKUM9D1HHE","P. Evans"
"A8UJ8TSBCM7YK","Georgia Heathcock"
"A3OZ6L3DH2HCQY","Jay J P"
"A3V3GBDTLATVGQ","quite Interesting"
"A32DYMG78H7ALT","Sydluv"
"A3L5ZSMB9MM4G9","S. Lee Gooding"
"A3MCEPVC8NKO0W","unknown"
"A2DHU68629F6GR","Christian"
"APLQ6DFYGXMRC","fun but hard"
"AQM4E3PJI2S7J","unknown"
"A13FXRPRFFYGX4","Margaret knitter"
"A1SL1G5D6NRSR","Angela G. Lawless"
"A2EG01ZOZS3DJ8","Lantzzzz"
"A18K2TTV8ESG2X","Michael Feldman"
"A14DQVZM2SCWZN","Dogcatcher"
"A2N1HZ1YSL8D16","kittylover Love books!"
"A2DRSHPHXJIVND","P. Grayeb"
"A3TMBOF4YVOBRT","love this game!!!"
"A2GW357NTQYZ2X","George II"
"AEUPBD2KK01VF","Raul Padro"
"A2WEBTV56DL2O1","awesome"
"AF32NUWQMJ8BF","debs"
"A2DXHBMBETGIGR","Critchell aliljekrans"
"A3UPZITVT2R0MY","Ericha B"
"A20TH1WBBS7SE4","JellyBelle"
"A23XZAH3DW7TBS","unknown"
"A3KAZ5HS8H7U8S","unknown"
"A2VWYBCV038HBO","gamer"
"A2STRPUVE8LZES","S. Rodriguez sons mom"
"AYCDOILKBYPPF","Stacy Abbott"
"A355BMGSRF6IEF","Tracy D"
"A3KPWVNKXRGLF1","GrOsE"
"A18LU3VOIJXQFU","lauren de"
"A175AOF9TOX6YL","David W. Duncan"
"A2XC4L1R660FWN","Pope Phred pope_phred"
"A39F4Z4G9WM77Y","Crystal Martich"
"A26YZVV16S83MS","Ruby Slippers"
"A2TNZ8YU23CRWL","K.Swanson"
"A1HPXIX3OQUGAJ","unknown"
